cik,company,event_seq,event_date,edgar_date,lopucki_date,date_discrepancy_days,intra_event_spread_days,source,chapter,sic,is_primary_filer,n_filings
1452476,"Sebring Software, Inc.",1,2015-08-27,2015-08-27,,,0,8K_FTS+8K_SUBMISSIONS,,8011,1,2
1454238,"Protective Products of America, Inc.",1,2010-01-14,2010-01-14,,,11,8K_FTS+8K_SUBMISSIONS,,3842,1,4
1454238,"PPOA HOLDING, INC.",2,2011-02-17,2011-02-17,,,0,8K_FTS+8K_SUBMISSIONS,,3842,1,2
1455684,"TPI COMPOSITES, INC  (TPIC)",1,2025-08-15,2025-08-15,,,0,8K_FTS+8K_SUBMISSIONS,,3510,1,2
1455926,IRONCLAD ENCRYPTION Corp,1,2020-09-01,2020-09-01,,,209,8K_FTS+8K_SUBMISSIONS,,7372,1,4
1456212,"BlackRidge Technology International, Inc.",1,2020-03-18,2020-03-18,,,0,8K_FTS+8K_SUBMISSIONS,,7372,1,2
1456455,"PFO Global, Inc.",1,2017-02-06,2017-02-06,,,0,8K_FTS+8K_SUBMISSIONS,,3669,1,2
1456772,"OFFICE PROPERTIES INCOME TRUST  (OPI, OPINL)",1,2025-10-31,2025-10-31,,,235,8K_FTS+8K_SUBMISSIONS,,6500,1,7
1457737,"iHeartMedia Capital I, LLC",1,2018-03-15,2018-03-15,,,0,8K_FTS+8K_SUBMISSIONS,,4813,1,2
1458891,Noble Corp plc,1,2020-07-31,2020-07-31,2020-07-31,0,115,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1381,1,5
1459417,"2U, Inc.  (TWOUQ)",1,2024-07-25,2024-07-25,,,47,8K_FTS+8K_SUBMISSIONS,,7372,1,4
1459482,"Chineseinvestors.com, Inc.",1,2020-06-19,2020-06-19,,,278,8K_FTS+8K_SUBMISSIONS,,8200,1,6
1461993,"MELINTA THERAPEUTICS, INC. /NEW/",1,2019-12-27,2019-12-27,2019-12-27,0,115,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,2834,1,7
1464865,"Lone Star Gold, Inc.  (ASII)",1,2018-02-08,2018-02-08,,,0,8K_FTS+8K_SUBMISSIONS,,1000,1,2
1465470,NaturalShrimp Inc  (SHMP),1,2024-09-13,2024-09-13,,,158,8K_FTS+8K_SUBMISSIONS,,0900,1,4
1465872,VANTAGE DRILLING INTERNATIONAL  (VTDRF),1,2016-02-17,2016-02-17,,,0,8K_FTS+8K_SUBMISSIONS,,1381,1,2
1466301,"Clovis Oncology, Inc.",1,2022-12-11,2022-12-13,2022-12-11,2,212,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,2834,1,5
1467154,"Novan, Inc.",1,2023-07-17,2023-07-17,,,289,8K_FTS+8K_SUBMISSIONS,,2834,1,6
1467761,"FiEE, Inc.",1,2021-03-15,2021-03-15,,,0,8K_SUBMISSIONS,,3661.0,1,1
1471261,"Cobalt International Energy, Inc.",1,2017-12-14,2017-12-14,2017-12-14,0,0,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1311,1,3
1473061,PostRock Energy Corp,1,2016-04-01,2016-04-01,,,0,8K_FTS+8K_SUBMISSIONS,,1311,1,2
1475273,"SOUPMAN, INC.",1,2017-06-16,2017-06-16,,,124,8K_FTS+8K_SUBMISSIONS,,5960,1,6
1475899,Sable Natural Resources Corp,1,2015-09-03,2015-09-03,,,0,8K_FTS+8K_SUBMISSIONS,,1311,1,2
1476170,Unilife Corp,1,2017-04-12,2017-04-12,,,0,8K_FTS+8K_SUBMISSIONS,,3841,1,2
1476719,"Crumbs Bake Shop, Inc.",1,2014-07-16,2014-07-16,,,0,8K_FTS+8K_SUBMISSIONS,,5400,1,2
1477472,"Active Health Foods, Inc.",1,2015-12-14,2015-12-14,,,0,8K_FTS+8K_SUBMISSIONS,,2060,1,2
1477961,"Latitude Solutions, Inc.",1,2012-11-13,2012-11-13,,,0,8K_FTS+8K_SUBMISSIONS,,3669,1,2
1478069,CONTRAFECT Corp  (CFRXQ),1,2023-12-05,2023-12-05,,,0,8K_FTS+8K_SUBMISSIONS,,2834,1,2
1479920,TBS International plc,1,2012-02-06,2012-02-08,2012-02-06,2,57,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,4412,1,5
1483510,"EXPRESS, INC.  (EXPRQ)",1,2024-04-22,2024-04-22,,,0,8K_FTS+8K_SUBMISSIONS,,5600,1,2
1486159,"Oasis Petroleum Inc.  (CHRD, OASPW, WLLAW, WLLBW)",1,2020-09-30,2020-09-30,2020-09-30,0,44,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1311,1,5
1487561,Atlas Resources Series 28-2010 L.P.,1,2016-07-28,2016-07-28,,,0,8K_FTS+8K_SUBMISSIONS,,1311,1,2
1487920,USA Synthetic Fuel Corp,1,2015-03-23,2015-03-23,,,144,8K_FTS+8K_SUBMISSIONS,,4924,1,4
1488591,"COVENANT BANCSHARES, INC.",1,2013-02-21,2013-02-21,,,0,8K_FTS+8K_SUBMISSIONS,,6022,1,2
1489137,"Molycorp, Inc.",1,2015-06-25,2015-06-30,2015-06-25,5,434,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1000,1,7
1490165,Erickson Incorporated,1,2016-11-08,2016-11-09,2016-11-08,1,36,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,3720,1,5
1490636,"Gordmans Stores, Inc.",1,2017-03-13,2017-03-13,,,0,8K_FTS+8K_SUBMISSIONS,,5600,1,2
1490930,"Digital Domain Media Group, Inc.",1,2012-09-12,2012-09-12,,,16,8K_FTS+8K_SUBMISSIONS,,7812,1,4
14920,Brunos Inc.,1,1998-02-02,,1998-02-02,,0,LOPUCKI,11,5411,1,1
1493587,"Luxeyard, Inc.",1,2013-01-09,2013-01-09,,,0,8K_FTS+8K_SUBMISSIONS,,7389,1,2
1494214,"InterCore, Inc.",1,2015-05-13,2015-05-13,,,47,8K_FTS+8K_SUBMISSIONS,,7389,1,4
1494448,"EMERGENT CAPITAL, INC.",1,2018-12-14,2018-12-14,,,192,8K_FTS+8K_SUBMISSIONS,,6311,1,4
1494448,"EMERGENT CAPITAL, INC.",2,2020-10-15,2020-10-15,,,175,8K_FTS+8K_SUBMISSIONS,,6311,1,8
1496268,"REVA Medical, Inc.",1,2020-01-15,2020-01-15,,,0,8K_FTS+8K_SUBMISSIONS,,3842,1,2
1496631,First NBC Bank Holding Co,1,2017-05-04,2017-05-04,2017-05-11,-7,8,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,6022,1,5
1496818,"STEALTH TECHNOLOGIES, INC.",1,2020-01-30,2020-01-30,,,0,8K_FTS+8K_SUBMISSIONS,,7389,1,2
1497504,PLx Pharma Inc.,1,2023-04-13,2023-04-13,,,160,8K_FTS+8K_SUBMISSIONS,,2834,1,6
1498301,"Ascena Retail Group, Inc.",1,2020-07-23,2020-07-23,2020-07-23,0,228,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,5600,1,7
1498710,"Spirit Airlines, Inc.  (SAVE)",1,2024-11-18,2024-11-18,,,284,8K_FTS+8K_SUBMISSIONS,,4512,1,6
1499912,"Global Brokerage, Inc.",1,2017-12-11,,2017-12-11,,0,LOPUCKI,11,6200,1,1
1500123,Item 9 Labs Corp.  (INLB),1,2023-07-20,2023-07-20,,,0,8K_FTS+8K_SUBMISSIONS,,3843,1,2
1501134,Invitae Corp,1,2024-02-14,2024-02-14,,,176,8K_FTS+8K_SUBMISSIONS,,8071,1,4
1502034,"GNC Holdings, Inc.",1,2020-06-23,2020-06-24,2020-06-23,1,1,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,5400,1,3
1503518,"21st Century Oncology Holdings, Inc.",1,2017-05-25,,2017-05-25,,0,LOPUCKI,11,8011,1,1
1503813,RDA Holding Co. (2013),1,2013-02-17,2013-02-19,2013-02-17,2,2,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,2721,1,3
1504167,"Timber Pharmaceuticals, Inc.",1,2023-11-17,2023-11-17,,,174,8K_FTS+8K_SUBMISSIONS,,2834,1,8
1505497,"BioRestorative Therapies, Inc.  (BRTX)",1,2020-03-20,2020-03-20,,,245,8K_FTS+8K_SUBMISSIONS,,8090,1,10
1505966,SquareTwo Financial Corporation,1,2017-03-19,,2017-03-19,,0,LOPUCKI,11,7320,1,1
1506374,"ARABELLA EXPLORATION, INC.",1,2016-06-22,2016-06-22,,,23,8K_FTS+8K_SUBMISSIONS,,1311,1,4
1506545,Aspect Software Parent Inc.,1,2016-03-09,,2016-03-09,,0,LOPUCKI,11,7371,1,1
1506928,Avinger Inc  (AVGR),1,2025-02-10,2025-02-10,,,0,8K_FTS+8K_SUBMISSIONS,,3841,1,2
1506932,Lone Pine Resources Inc.,1,2013-09-25,2013-09-25,,,112,8K_FTS+8K_SUBMISSIONS,,1311,1,4
1508677,Colt Defense LLC,1,2015-06-15,2015-06-15,,,0,8K_FTS+8K_SUBMISSIONS,,3480,1,2
1509589,"Bonanza Creek Energy, Inc.  (CIVI, CIVII, CIVIW)",1,2017-01-04,2017-01-04,2017-01-04,0,93,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1311,1,5
1511139,RAAM Global Energy Company,1,2015-10-26,,2015-10-26,,0,LOPUCKI,11,1311,1,1
1512077,Global Eagle Entertainment Inc.,1,2020-07-22,2020-07-22,2020-07-22,0,2,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,4899,1,5
1512369,Colt Finance Corp.,1,2015-06-15,2015-06-15,,,0,8K_FTS+8K_SUBMISSIONS,,3480,1,2
1514242,Performance Sports Group Ltd.,1,2016-10-31,2016-10-31,2016-10-31,0,416,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,3949,1,11
1514443,"HEALTH REVENUE ASSURANCE HOLDINGS, INC.  (AGSS)",1,2014-08-12,2014-08-12,,,0,8K_FTS+8K_SUBMISSIONS,,6411,1,2
1514732,"SAExploration Holdings, Inc.",1,2020-08-28,2020-08-28,,,105,8K_FTS+8K_SUBMISSIONS,,1382,1,4
1516332,"Blue Water Global Group, Inc.",1,2020-11-04,2020-11-04,,,268,8K_FTS+8K_SUBMISSIONS,,5812,1,6
1516479,"Insys Therapeutics, Inc.",1,2019-06-10,2019-06-10,,,0,8K_FTS+8K_SUBMISSIONS,,2834,1,2
1517342,Pacific Drilling S.A. (2020),1,2020-10-30,2020-11-02,2020-10-30,3,3,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1381,1,3
1518403,"Alta Mesa Holdings, LP",1,2019-09-12,2019-09-12,,,0,8K_FTS+8K_SUBMISSIONS,,1311,1,2
1518909,"Black Elk Energy Offshore Operations, LLC",1,2014-09-19,2014-09-19,2015-08-11,-326,326,8K_SUBMISSIONS+LOPUCKI,11,1311.0,1,2
1519061,Trinseo PLC,1,2026-05-26,2026-05-26,,,0,8K_SUBMISSIONS,,2821.0,1,1
1519401,Regional Management Corp.,1,2024-06-20,2024-06-20,,,0,8K_SUBMISSIONS,,6141.0,1,1
1521847,Memorial Production Partners LP,1,2017-01-16,2017-01-17,2017-01-16,1,92,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1311,1,5
1522690,"GWG Holdings, Inc.",1,2022-04-20,2022-04-20,2022-04-20,0,0,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,6311,1,3
1522690,"GWG Holdings, Inc.",2,2023-06-26,2023-06-26,,,0,8K_FTS+8K_SUBMISSIONS,,6311,1,2
1525773,Intelsat S.A.,1,2020-05-13,2020-05-14,2020-05-13,1,1,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,4899,1,3
1525773,Intelsat S.A.,2,2021-12-20,2021-12-20,,,0,8K_FTS+8K_SUBMISSIONS,,4899,1,2
1526689,"Generation NEXT Franchise Brands, Inc.",1,2019-12-18,2019-12-18,,,0,8K_FTS+8K_SUBMISSIONS,,3580,1,2
1526796,"Ignite Restaurant Group, Inc.",1,2017-06-08,2017-06-08,,,0,8K_FTS+8K_SUBMISSIONS,,5812,1,2
1527844,"Globe Photos, Inc.",1,2020-03-25,2020-03-25,,,0,8K_FTS+8K_SUBMISSIONS,,5990,1,2
1528837,Sanchez Energy Corporation,1,2019-08-11,2019-08-12,2019-08-11,1,269,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1311,1,5
1529463,"FTS International, Inc.",1,2020-09-22,2020-09-22,2020-09-22,0,0,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1389,1,3
1530796,"Milagro Oil & Gas, Inc.",1,2015-07-15,,2015-07-15,,0,LOPUCKI,11,1311,1,1
1532286,"Nine Energy Service, Inc.",1,2026-02-02,2026-02-02,,,36,8K_SUBMISSIONS,,1389.0,1,2
1532288,"Armstrong Energy, Inc.",1,2017-11-01,,2017-11-01,,0,LOPUCKI,11,1221,1,1
1532543,"EveryWare Global, Inc.",1,2015-04-08,2015-04-08,,,0,8K_FTS+8K_SUBMISSIONS,,5020,1,2
1532750,"Atlas Resource Partners, L.P.",1,2016-07-27,2016-07-28,2016-07-27,1,33,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1381,1,5
1532930,Seventy Seven Energy Inc.,1,2016-06-07,2016-06-07,2016-06-07,0,43,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1389,1,5
1533758,Hughes Satellite Systems Corp,1,2026-08-03,2026-08-03,,,0,8K_SUBMISSIONS,,4899.0,1,1
1533924,"Midstates Petroleum Company, Inc.",1,2016-04-30,2016-05-02,2016-04-30,2,157,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1311,1,5
1534287,BioAmber Inc.,1,2018-05-08,2018-05-08,,,0,8K_FTS+8K_SUBMISSIONS,,2860,1,2
1536256,First Capital Real Estate Trust Inc,1,2017-06-02,2017-06-02,,,0,8K_FTS+8K_SUBMISSIONS,,6798,1,2
1536256,First Capital Real Estate Trust Inc,2,2024-09-17,2024-09-17,,,3,8K_FTS+8K_SUBMISSIONS,,6798,1,4
1536577,Medley LLC,1,2021-03-08,2021-03-08,,,121,8K_FTS+8K_SUBMISSIONS,,6282,1,4
1537028,"Independence Contract Drilling, Inc.  (ICDI)",1,2024-12-03,2024-12-03,,,43,8K_FTS+8K_SUBMISSIONS,,1381,1,4
1537561,"Arch Therapeutics, Inc.",1,2025-05-23,2025-05-23,,,0,8K_FTS+8K_SUBMISSIONS,,3841,1,2
1538495,"Earth Science Tech, Inc.  (ETST, UNOV)",1,2019-01-16,2019-01-16,,,0,8K_FTS+8K_SUBMISSIONS,,2834,1,2
1538495,"Earth Science Tech, Inc.  (ETST, UNOV)",2,2021-09-02,2021-09-02,,,274,8K_FTS+8K_SUBMISSIONS,,2834,1,4
1539029,"Clearside Biomedical, Inc.  (CLSD)",1,2025-11-25,2025-11-25,,,34,8K_FTS+8K_SUBMISSIONS,,2834,1,4
1539894,"Atlas Financial Holdings, Inc.  (AFHIF)",1,2022-03-01,2022-03-01,,,8,8K_FTS+8K_SUBMISSIONS,,6331,1,4
1540729,Foresight Energy LP,1,2019-11-04,2019-11-04,2020-03-10,-127,240,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1220,1,11
1541354,"Twin Cities Power Holdings, LLC",1,2015-01-22,2015-01-22,,,0,8K_FTS+8K_SUBMISSIONS,,6221,1,2
1541354,ASPIRITY HOLDINGS LLC,2,2017-07-31,2017-07-31,,,0,8K_FTS+8K_SUBMISSIONS,,6221,1,2
1547638,"Southcross Energy Partners, L.P.",1,2019-04-01,,2019-04-01,,0,LOPUCKI,11,4922,1,1
1548691,Samson Resources Corporation,1,2015-09-16,,2015-09-16,,0,LOPUCKI,11,1311,1,1
1549145,"ALLIANCE BIOENERGY PLUS, INC.  (BIOF)",1,2018-10-23,2018-10-23,,,331,8K_FTS+8K_SUBMISSIONS,,2860,1,4
1549756,"LinnCo, LLC",1,2016-05-11,2016-05-11,,,265,8K_FTS+8K_SUBMISSIONS,,1311,1,4
1549848,Hi-Crush Inc.,1,2020-07-12,2020-07-13,2020-07-12,1,79,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1400,1,5
1551510,"Revel AC, Inc. (2013)",1,2013-03-25,2013-03-27,2013-03-25,2,2,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,7011,1,3
1551510,"Revel AC, Inc. (2014)",2,2014-06-19,,2014-06-19,,0,LOPUCKI,11,7011,1,1
1551693,"Sientra, Inc.",1,2024-02-13,2024-02-13,,,133,8K_FTS+8K_SUBMISSIONS,,3842,1,6
1551986,"9 METERS BIOPHARMA, INC.  (NMTRQ)",1,2023-07-18,2023-07-18,,,0,8K_FTS+8K_SUBMISSIONS,,2834,1,2
1552845,Natur International Corp.,1,2019-05-28,2019-05-28,,,0,8K_FTS+8K_SUBMISSIONS,,8082,1,2
1553588,"SFX Entertainment, Inc.",1,2016-02-01,2016-02-05,2016-02-01,4,310,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,7900,1,5
1554594,A.C. Simmonds & Sons,1,2014-09-09,2014-09-09,,,13,8K_FTS+8K_SUBMISSIONS,,5140,1,4
1554875,"Tintri, Inc.",1,2018-07-10,2018-07-10,,,0,8K_FTS+8K_SUBMISSIONS,,7374,1,2
1554923,Aina Le'a Inc.,1,2017-06-30,2017-06-30,,,0,8K_FTS+8K_SUBMISSIONS,,6500,1,2
1555082,EP Energy LLC,1,2019-10-04,2019-10-04,,,0,8K_FTS+8K_SUBMISSIONS,,1311,1,2
1555177,Emerge Energy Services LP,1,2019-07-17,2019-07-17,,,162,8K_FTS+8K_SUBMISSIONS,,1400,1,4
1555492,Fairway Group Holdings Corp.,1,2016-05-02,2016-05-04,2016-05-02,2,43,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,5411,1,5
1556739,"DEX MEDIA, INC.  (THRY)",1,2013-05-03,2013-05-03,,,20,8K_FTS+8K_SUBMISSIONS,,7310,1,4
1556739,"Dex Media, Inc. (2016)",2,2016-05-16,,2016-05-16,,0,LOPUCKI,11,7310,1,1
1559998,"Gaucho Group Holdings, Inc.  (VINO)",1,2024-11-12,2024-11-12,,,220,8K_FTS+8K_SUBMISSIONS,,6552,1,10
1560443,New Source Energy Partners L.P.,1,2016-03-15,,2016-03-15,,0,LOPUCKI,7,1311,1,1
1561551,"Enumeral Biomedical Holdings, Inc.",1,2018-01-29,2018-01-29,,,0,8K_FTS+8K_SUBMISSIONS,,2834,1,2
1561880,"Legacy Education Alliance, Inc.  (LEAI)",1,2019-11-21,2019-11-21,,,14,8K_FTS+8K_SUBMISSIONS,,8200,1,4
1561880,"Legacy Education Alliance, Inc.  (LEAI)",2,2021-01-15,2021-01-15,,,55,8K_FTS+8K_SUBMISSIONS,,8200,1,8
1562594,"Liquid Holdings Group, Inc.",1,2016-02-02,2016-02-02,,,9,8K_FTS+8K_SUBMISSIONS,,7372,1,4
1563298,Energy & Water Development Corp  (EAWD),1,2020-05-15,2020-05-15,,,0,8K_FTS+8K_SUBMISSIONS,,3585,1,2
1567892,Mallinckrodt plc,1,2020-10-12,2020-10-13,2020-10-12,1,1,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,2834,1,3
1567892,Mallinckrodt plc,2,2022-05-03,2022-05-03,,,59,8K_FTS+8K_SUBMISSIONS,,2834,1,4
1567892,Mallinckrodt plc,3,2023-08-28,2023-08-28,,,77,8K_FTS+8K_SUBMISSIONS,,2834,1,6
1568079,PetroShare Corp.,1,2019-09-04,2019-09-04,,,7,8K_FTS+8K_SUBMISSIONS,,1311,1,6
1568832,RCS Capital Corporation,1,2016-01-31,2016-02-04,2016-01-31,4,115,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,6211,1,5
1571759,"iNeedMD Holdings, Inc.",1,2018-11-26,2018-11-26,,,0,8K_SUBMISSIONS,,3841.0,1,1
1573166,"Jones Energy, Inc.",1,2019-04-14,2019-04-15,2019-04-14,1,23,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1311,1,5
1574300,"Content Checked Holdings, Inc.",1,2017-05-26,2017-05-26,,,0,8K_FTS+8K_SUBMISSIONS,,7372,1,2
1575360,"FTD Companies, Inc.",1,2019-06-03,2019-06-05,2019-06-03,2,213,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,5960,1,7
1575599,"Azure Midstream Partners, LP",1,2017-01-30,2017-01-31,2017-01-30,1,50,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,4922,1,5
1576778,"UBL Interactive,Inc.",1,2018-01-26,2018-01-26,,,0,8K_FTS+8K_SUBMISSIONS,,7389,1,2
1577095,"ClubCorp Holdings, Inc.",1,2017-09-18,2017-09-18,,,0,8K_SUBMISSIONS,,7997.0,1,1
1578742,"GPB Automotive Portfolio, LP",1,2023-12-13,2023-12-13,,,358,8K_FTS+8K_SUBMISSIONS,,5500,1,4
1579010,"Life On Earth, Inc.",1,2019-11-05,2019-11-05,,,98,8K_FTS+8K_SUBMISSIONS,,2080,1,3
1579252,"Jason Industries, Inc.",1,2020-06-24,2020-06-24,2020-06-24,0,64,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,3990,1,5
1579823,"NewAge, Inc.",1,2022-08-30,2022-08-30,2022-08-30,0,0,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,2082,1,3
1580063,"BIORA THERAPEUTICS, INC.  (BIOR)",1,2024-12-30,2024-12-30,,,0,8K_FTS+8K_SUBMISSIONS,,2834,1,2
1580185,J.G. Wentworth Co,1,2017-12-12,2017-12-12,2017-12-12,0,0,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,6199,1,3
1580864,"Vroom, Inc.  (VRM)",1,2024-11-13,2024-11-13,,,63,8K_FTS+8K_SUBMISSIONS,,5500,1,4
1581312,"Core Resource Management, Inc.",1,2016-07-07,2016-07-07,,,0,8K_FTS+8K_SUBMISSIONS,,1382,1,2
1581545,"GL Brands, Inc.",1,2020-12-21,2020-12-21,,,0,8K_FTS+8K_SUBMISSIONS,,2833,1,2
1582054,MILLENNIUM HEALTHCARE INC.,1,2016-03-01,2016-03-01,,,0,8K_FTS+8K_SUBMISSIONS,,5047,1,2
1582919,Flitways Technology Inc.,1,2018-10-15,2018-10-15,,,0,8K_FTS+8K_SUBMISSIONS,,7389,1,2
1582919,Flitways Technology Inc.,2,2020-11-03,2020-11-03,,,269,8K_FTS+8K_SUBMISSIONS,,7389,1,6
1583077,"Hospitality Investors Trust, Inc.",1,2021-05-19,2021-05-19,2021-05-19,0,43,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,6798,1,5
1584701,Tops Holding II Corporation,1,2018-02-21,,2018-02-21,,0,LOPUCKI,11,5411,1,1
1584754,"Akoustis Technologies, Inc.  (AKTS)",1,2024-12-16,2024-12-16,,,0,8K_FTS+8K_SUBMISSIONS,,3661,1,2
1584952,EP Energy Corporation (EP Energy LLC),1,2019-10-03,2019-10-04,2019-10-03,1,1,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1311,1,3
1585644,"WINDSTREAM SERVICES, LLC",1,2019-02-28,2019-02-28,,,0,8K_FTS+8K_SUBMISSIONS,,4813,1,2
1585644,"WINDSTREAM SERVICES, LLC",2,2020-07-01,2020-07-01,,,83,8K_FTS+8K_SUBMISSIONS,,4813,1,4
1586105,Egalet Corp,1,2018-10-31,2018-10-31,,,93,8K_FTS+8K_SUBMISSIONS,,2834,1,6
1586300,CHC Group Ltd.,1,2016-05-05,2016-05-05,2016-05-05,0,305,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,4522,1,5
1586988,CSA HOLDINGS INC.,1,2018-04-30,2018-04-30,,,0,8K_FTS+8K_SUBMISSIONS,,3730,1,2
1587221,Zosano Pharma Corp,1,2022-06-02,2022-06-02,,,0,8K_FTS+8K_SUBMISSIONS,,2834,1,2
1587246,"Cypress Environmental Partners, L.P.",1,2022-05-11,2022-05-11,,,0,8K_FTS+8K_SUBMISSIONS,,7389,1,2
1588242,DENVER PARENT Corp,1,2016-03-24,2016-03-24,,,0,8K_FTS+8K_SUBMISSIONS,,1311,1,2
1592057,Enviva Inc.  (EVA),1,2024-03-13,2024-03-13,,,2,8K_FTS+8K_SUBMISSIONS,,2400,1,4
1592058,Party City Holdco Inc.,1,2023-01-18,2023-01-18,,,231,8K_FTS+8K_SUBMISSIONS,,5900,1,4
1593034,Endo International plc,1,2022-08-16,2022-08-17,2022-08-16,1,1,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,2834,1,3
1593034,Endo International plc,2,2024-03-25,2024-03-25,,,24,8K_FTS+8K_SUBMISSIONS,,2834,1,4
1593470,"Tiger Reef, Inc.",1,2020-11-04,2020-11-04,,,268,8K_FTS+8K_SUBMISSIONS,,4991,1,6
1594590,Paragon Offshore plc,1,2016-02-14,2016-02-16,2016-02-14,2,2,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1381,1,3
1594590,PARAGON OFFSHORE PLC,2,2017-05-17,2017-05-17,2017-07-20,-64,64,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1381,1,7
1594686,"Washington Prime Group Inc. (Washington Prime Group, L.P.)",1,2021-06-13,2021-06-14,2021-06-13,1,86,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,6798,1,5
1595585,"Tricida, Inc.",1,2023-01-12,2023-01-12,,,152,8K_FTS+8K_SUBMISSIONS,,2834,1,6
1596946,Quotient Ltd,1,2023-01-10,2023-01-10,,,43,8K_FTS+8K_SUBMISSIONS,,2835,1,4
1597313,"ViewRay, Inc.  (VRAYQ)",1,2023-07-17,2023-07-17,,,0,8K_FTS+8K_SUBMISSIONS,,3845,1,2
1600847,Gamida Cell Ltd.,1,2024-04-22,2024-04-22,,,0,8K_FTS+8K_SUBMISSIONS,,2836,1,2
1602367,Adeptus Health Inc.,1,2017-04-19,2017-04-20,2017-04-19,1,166,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,8060,1,5
1602381,MOMENTOUS ENTERTAINMENT GROUP INC,1,2017-10-06,2017-10-06,,,0,8K_FTS+8K_SUBMISSIONS,,7819,1,2
1603207,"Notable Labs, Ltd.  (NTBL)",1,2024-10-15,2024-10-15,,,0,8K_FTS+8K_SUBMISSIONS,,2834,1,2
1603923,Weatherford International plc,1,2019-07-01,2019-07-02,2019-07-01,1,74,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,3533,1,5
1606180,"AAC Holdings, Inc.",1,2020-06-20,2020-06-25,2020-06-20,5,5,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,8093,1,3
1609253,California Resources Corporation,1,2020-07-15,2020-07-16,2020-07-15,1,96,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1311,1,5
16104,CAGLES INC,1,2011-10-20,2011-10-20,,,0,8K_FTS+8K_SUBMISSIONS,,2015,1,2
1610911,"Washington Prime Group, L.P.",1,2021-06-14,2021-06-14,,,85,8K_FTS+8K_SUBMISSIONS,,6798,1,4
1613011,Code Rebel Corp,1,2016-05-19,2016-05-19,,,0,8K_FTS+8K_SUBMISSIONS,,7372,1,2
1615817,C&J Energy Services Ltd.,1,2016-07-20,2016-07-21,2016-07-20,1,155,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1389,1,5
1616318,Vista Outdoor Inc.,1,2024-11-27,2024-11-27,,,0,8K_SUBMISSIONS,,3480.0,1,1
1617669,"Unique Fabricating, Inc.  (UFABQ)",1,2023-11-08,2023-11-08,,,0,8K_FTS+8K_SUBMISSIONS,,3714,1,2
1619250,Valeritas Holdings Inc.,1,2020-02-10,2020-02-10,,,52,8K_FTS+8K_SUBMISSIONS,,3841,1,6
1619917,"Patriot National, Inc.",1,2018-01-30,,2018-01-30,,0,LOPUCKI,11,6411,1,1
1622244,"One World Products, Inc.  (OWPC)",1,2024-01-19,2024-01-19,,,0,8K_FTS+8K_SUBMISSIONS,,2834,1,2
